accuracy,auc,loss,precision,recall,val_accuracy,val_auc,val_loss,val_precision,val_recall,learning_rate
0.997469961643219,0.9998424053192139,0.02497108094394207,0.9932055473327637,0.999123752117157,0.9893462657928467,0.9981676340103149,0.058954205363988876,0.9649681448936462,1.0,0.0005000000237487257
0.9982174634933472,0.9997423887252808,0.022746868431568146,0.9949415922164917,0.9996494650840759,0.9929782152175903,0.9989104866981506,0.043757155537605286,0.976631760597229,1.0,0.0005000000237487257
0.9958599209785461,0.9994968175888062,0.02898372709751129,0.9892323613166809,0.9982474446296692,0.9912832975387573,0.9971972107887268,0.05696658790111542,0.9711538553237915,1.0,0.0005000000237487257
0.997814953327179,0.999728262424469,0.022159641608595848,0.9942448735237122,0.999123752117157,0.9958837628364563,0.9990604519844055,0.03204428404569626,0.9861676096916199,1.0,0.0005000000237487257
0.9990800023078918,0.9999398589134216,0.01865006983280182,0.9973776340484619,0.9998247623443604,0.9968522787094116,0.9992635846138,0.029659532010555267,0.9893877506256104,1.0,0.0002500000118743628
0.9993674755096436,0.9999502897262573,0.016894668340682983,0.9980759024620056,1.0,0.9939467310905457,0.9986292719841003,0.04060397297143936,0.9797897934913635,1.0,0.0002500000118743628
0.9984474778175354,0.9998973608016968,0.0189980361610651,0.9959825277328491,0.9992989897727966,0.997094452381134,0.9995796084403992,0.027177855372428894,0.9901960492134094,1.0,0.0002500000118743628
0.997814953327179,0.9999306201934814,0.01987018994987011,0.9944173097610474,0.9989484548568726,0.993704617023468,0.9987770318984985,0.04009091481566429,0.9789983630180359,1.0,0.0002500000118743628
0.9987924695014954,0.9999401569366455,0.01749969832599163,0.9966800808906555,0.9996494650840759,0.9883777499198914,0.9962201118469238,0.07083021849393845,0.961904764175415,1.0,0.0002500000118743628
0.9982749819755554,0.9998988509178162,0.01792432926595211,0.9956339597702026,0.999123752117157,0.9924939274787903,0.9986492991447449,0.04201336205005646,0.9750603437423706,1.0,0.0002500000118743628
0.9960899353027344,0.9998273849487305,0.024513131007552147,0.9907729625701904,0.9973711967468262,0.9939467310905457,0.9990993738174438,0.035261694341897964,0.9797897934913635,1.0,0.0002500000118743628
0.9989649653434753,0.9998963475227356,0.016959011554718018,0.9972028136253357,0.9996494650840759,0.9968522787094116,0.9994149804115295,0.026476919651031494,0.9893877506256104,1.0,0.0002500000118743628
0.9993674755096436,0.9999538064002991,0.015064210630953312,0.9987738728523254,0.9992989897727966,0.9849879145622253,0.9953451156616211,0.08494874089956284,0.9513343572616577,1.0,0.0002500000118743628
0.9991374611854553,0.9999948143959045,0.015053697861731052,0.9975520372390747,0.9998247623443604,0.9958837628364563,0.9986277222633362,0.03455087170004845,0.9861676096916199,1.0,0.0001250000059371814
0.9997124671936035,0.9999560713768005,0.013730499893426895,0.9991244673728943,1.0,0.9968522787094116,0.9992987513542175,0.027332939207553864,0.9893877506256104,1.0,0.0001250000059371814
0.9997699856758118,0.9999997615814209,0.0132888900116086,0.9992994666099548,1.0,0.995399534702301,0.9982759952545166,0.03702305257320404,0.9845653772354126,1.0,0.0001250000059371814
0.99982750415802,0.9999998807907104,0.013096475973725319,0.9994745254516602,1.0,0.9958837628364563,0.99880051612854,0.03218983858823776,0.9861676096916199,1.0,0.0001250000059371814
0.9994249939918518,0.9999980330467224,0.013915241695940495,0.9985994100570679,0.9996494650840759,0.9961259365081787,0.998252272605896,0.035496361553668976,0.9869706630706787,1.0,0.0001250000059371814
0.9987924695014954,0.9999470710754395,0.015552664175629616,0.9970274567604065,0.9992989897727966,0.995399534702301,0.9989719390869141,0.03366644307971001,0.9845653772354126,1.0,0.0001250000059371814
0.9998850226402283,0.9999566674232483,0.012653586454689503,0.9996496438980103,1.0,0.9968522787094116,0.9991390109062195,0.02787935547530651,0.9893877506256104,1.0,6.25000029685907e-05
0.99982750415802,0.9999998211860657,0.012497498653829098,0.9994745254516602,1.0,0.996610164642334,0.9989719390869141,0.02975352667272091,0.9885807633399963,1.0,6.25000029685907e-05
0.9998850226402283,0.9999998211860657,0.0123512614518404,0.9996496438980103,1.0,0.9968522787094116,0.9991389513015747,0.02660151571035385,0.9893877506256104,1.0,6.25000029685907e-05
