epoch,accuracy,auc,f1,loss,precision,recall,val_accuracy,val_auc,val_f1,val_loss,val_precision,val_recall,learning_rate
15,0.8639914393424988,0.9679117202758789,0.2177046537399292,0.07153607904911041,0.5359653830528259,0.9706170558929443,0.8051075339317322,0.9499765634536743,0.4613838791847229,0.09788992255926132,0.5044563412666321,0.9593220353126526,0.0005000000237487257
16,0.8880379796028137,0.9788069725036621,0.2085934281349182,0.05673131346702576,0.5851938724517822,0.9755141735076904,0.9099462628364563,0.9465411901473999,0.5210261940956116,0.06251256912946701,0.718157172203064,0.8983050584793091,0.0005000000237487257
17,0.8944708108901978,0.9793424606323242,0.21292424201965332,0.057164959609508514,0.6000000238418579,0.9755141735076904,0.9059139490127563,0.945022463798523,0.512569785118103,0.06002714857459068,0.7233429551124573,0.8508474826812744,0.0005000000237487257
18,0.9018226265907288,0.9802160859107971,0.20924323797225952,0.057855259627103806,0.6178659796714783,0.9755141735076904,0.8850806355476379,0.9436272978782654,0.5041314363479614,0.10544569790363312,0.6435185074806213,0.9423728585243225,0.0005000000237487257
19,0.9126971960067749,0.9823676347732544,0.20577780902385712,0.05204175412654877,0.645766019821167,0.9784525036811829,0.9025537371635437,0.9457626938819885,0.5197368264198303,0.07183758169412613,0.6943005323410034,0.9084745645523071,0.0005000000237487257
20,0.9062643647193909,0.9823839664459229,0.20629315078258514,0.049759987741708755,0.6291850805282593,0.9755141735076904,0.8944892287254333,0.9360137581825256,0.49532440304756165,0.06925146281719208,0.6835106611251831,0.8711864352226257,0.0005000000237487257
21,0.9093276262283325,0.981304407119751,0.20605237782001495,0.054538045078516006,0.6363636255264282,0.9804113507270813,0.8682795763015747,0.9325258731842041,0.47678065299987793,0.09148740023374557,0.6132723093032837,0.9084745645523071,0.0005000000237487257
22,0.9183642268180847,0.9853330850601196,0.20260754227638245,0.047409914433956146,0.6613756418228149,0.9794319272041321,0.8870967626571655,0.9318581223487854,0.48016318678855896,0.08148085325956345,0.6675461530685425,0.8576270937919617,0.0002500000118743628
23,0.93107670545578,0.9882173538208008,0.20631113648414612,0.04132382944226265,0.6995108127593994,0.9804113507270813,0.9045698642730713,0.9454984664916992,0.5025529861450195,0.06800922751426697,0.7142857313156128,0.8644067645072937,0.0002500000118743628
24,0.9356716275215149,0.9896106719970703,0.19940225780010223,0.03885435685515404,0.7138789892196655,0.9823701977729797,0.8951612710952759,0.939250111579895,0.4928160309791565,0.0795859694480896,0.6863270998001099,0.8677965998649597,0.0002500000118743628
25,0.9381222128868103,0.9886595010757446,0.20033709704875946,0.040832579135894775,0.7221022248268127,0.9823701977729797,0.8595430254936218,0.9187193512916565,0.46714916825294495,0.09405797719955444,0.6091370582580566,0.8135592937469482,0.0002500000118743628
26,0.9321488738059998,0.9888123273849487,0.20164991915225983,0.041301991790533066,0.7026647925376892,0.9813907742500305,0.8918010592460632,0.9321252703666687,0.49445757269859314,0.07688190788030624,0.6903409361839294,0.8237287998199463,0.0002500000118743628
27,0.9496094584465027,0.9917557835578918,0.19662736356258392,0.03421958535909653,0.7633181214332581,0.9823701977729797,0.8971773982048035,0.9350916743278503,0.4916262626647949,0.07930593192577362,0.7088235020637512,0.8169491291046143,0.0001250000059371814
28,0.9491499662399292,0.9918826818466187,0.19656647741794586,0.03526376187801361,0.7631779909133911,0.9784525036811829,0.8884408473968506,0.9339067935943604,0.49003827571868896,0.08798616379499435,0.6729222536087036,0.8508474826812744,0.0001250000059371814
29,0.9514473676681519,0.9926971197128296,0.2005053013563156,0.032404277473688126,0.7695252895355225,0.984329104423523,0.886424720287323,0.9265872836112976,0.47790050506591797,0.08899892121553421,0.6779661178588867,0.8135592937469482,0.0001250000059371814
30,0.9489967823028564,0.9917887449264526,0.19487489759922028,0.03398684784770012,0.7610015273094177,0.9823701977729797,0.8965053558349609,0.9238311648368835,0.48438796401023865,0.08389905095100403,0.7196261882781982,0.7830508351325989,0.0001250000059371814
31,0.9537448287010193,0.9933558702468872,0.20111078023910522,0.02976803295314312,0.7767513394355774,0.9882467985153198,0.8790322542190552,0.9097659587860107,0.4397602379322052,0.09546255320310593,0.682539701461792,0.7288135886192322,0.0001250000059371814
32,0.9532853364944458,0.9936736226081848,0.19804665446281433,0.030054930597543716,0.7749615907669067,0.9882467985153198,0.899193525314331,0.9363206028938293,0.496285080909729,0.07999014854431152,0.7113702893257141,0.8271186351776123,6.25000029685907e-05
33,0.9575738906860352,0.9939551949501038,0.1894012987613678,0.02729901112616062,0.7906249761581421,0.9911851286888123,0.8944892287254333,0.9317984580993652,0.4861900210380554,0.08325847238302231,0.7053571343421936,0.803389847278595,6.25000029685907e-05
34,0.9557359218597412,0.9934803247451782,0.19449277222156525,0.03108431026339531,0.7868338823318481,0.9833496809005737,0.8971773982048035,0.9335018992424011,0.48867276310920715,0.08455108851194382,0.7063953280448914,0.8237287998199463,6.25000029685907e-05
35,0.9566549062728882,0.9944661259651184,0.19566155970096588,0.025957675650715828,0.7873831987380981,0.990205705165863,0.899193525314331,0.9335928559303284,0.49294915795326233,0.08643712103366852,0.7126099467277527,0.8237287998199463,6.25000029685907e-05
36,0.9583396911621094,0.9943931102752686,0.19108152389526367,0.02802000567317009,0.7960474491119385,0.9862879514694214,0.8971773982048035,0.9334763884544373,0.48950687050819397,0.08353465050458908,0.71257483959198,0.806779682636261,6.25000029685907e-05
