accuracy,auc,f1,loss,precision,recall,val_accuracy,val_auc,val_f1,val_loss,val_precision,val_recall,val_f1_dynamic,val_threshold
0.8828125,0.9494295120239258,0.48387089371681213,0.024497080594301224,0.9083333611488342,0.8515625,0.8784722089767456,0.9491825699806213,0.48014432191848755,0.024433527141809464,0.9097744226455688,0.8402777910232544,0.7425742574257426,0.5499999999999999
0.87255859375,0.9485344886779785,0.4836106300354004,0.024442045018076897,0.8978102207183838,0.8408203125,0.859375,0.9337143301963806,0.48663094639778137,0.027500970289111137,0.8791208863258362,0.8333333134651184,0.7201426024955436,0.5999999999999999
0.88037109375,0.9476900100708008,0.4809933602809906,0.024876069277524948,0.9104320406913757,0.84375,0.890625,0.9470667243003845,0.48663094639778137,0.024394869804382324,0.9120879173278809,0.8645833134651184,0.7189952904238619,0.5499999999999999
0.86962890625,0.9466023445129395,0.48204344511032104,0.024909058585762978,0.8971668481826782,0.8349609375,0.8524305820465088,0.9351972341537476,0.4810810387134552,0.027191095054149628,0.8801498413085938,0.8159722089767456,0.7433628318584071,0.5499999999999999
0.88720703125,0.9558773040771484,0.4892767369747162,0.02285650186240673,0.9041793942451477,0.8662109375,0.8420138955116272,0.911241352558136,0.4920634329319,0.033833667635917664,0.8530465960502625,0.8263888955116272,0.6179775280898876,0.5499999999999999
0.87646484375,0.9544811248779297,0.4892767369747162,0.023234998807311058,0.8929663896560669,0.85546875,0.7517361044883728,0.89599609375,0.3779697120189667,0.04529222473502159,0.9142857193946838,0.5555555820465088,0.6387225548902196,0.49999999999999994
0.876953125,0.9514927864074707,0.48125627636909485,0.024095332249999046,0.906315803527832,0.8408203125,0.8454861044883728,0.9287651777267456,0.4715595543384552,0.02780946157872677,0.887159526348114,0.7916666865348816,0.7347670250896058,0.5499999999999999
0.8974609375,0.9604220390319824,0.4915590286254883,0.022102337330579758,0.9111111164093018,0.880859375,0.765625,0.8998359441757202,0.3987473249435425,0.04276903346180916,0.9005235433578491,0.5972222089767456,0.6156028368794326,0.39999999999999997
0.904296875,0.9681472778320312,0.48645931482315063,0.020169541239738464,0.9268041253089905,0.8779296875,0.8420138955116272,0.9367886781692505,0.44933071732521057,0.03345993906259537,0.9191489219665527,0.75,0.6595419847328244,0.49999999999999994
0.8837890625,0.9582581520080566,0.4869738817214966,0.022639406844973564,0.904321014881134,0.8583984375,0.8628472089767456,0.9362642168998718,0.47731390595436096,0.02713060937821865,0.8973383903503418,0.8194444179534912,0.6799387442572741,0.5499999999999999
0.9033203125,0.9643425941467285,0.4950689673423767,0.02095138281583786,0.9113546013832092,0.8935546875,0.859375,0.9401824474334717,0.45966222882270813,0.0282620619982481,0.922448992729187,0.7847222089767456,0.6696296296296296,0.49999999999999994
0.89892578125,0.9617919921875,0.49029362201690674,0.021594900637865067,0.9147208333015442,0.8798828125,0.8663194179534912,0.9273123741149902,0.490265429019928,0.030659370124340057,0.8808664083480835,0.8472222089767456,0.6753246753246753,0.5499999999999999
0.90771484375,0.964148998260498,0.49029362201690674,0.020832521840929985,0.9238578677177429,0.888671875,0.8559027910232544,0.9399052858352661,0.4715595543384552,0.02636122889816761,0.8988326787948608,0.8020833134651184,0.6587615283267457,0.44999999999999996
0.9052734375,0.9671754837036133,0.48953133821487427,0.020248454064130783,0.9226069450378418,0.884765625,0.8298611044883728,0.9467532634735107,0.4503816068172455,0.025189995765686035,0.9025423526763916,0.7395833134651184,0.6894586894586895,0.44999999999999996
0.90771484375,0.9682149887084961,0.49130645394325256,0.01977541483938694,0.9221435785293579,0.890625,0.796875,0.9338349103927612,0.41344186663627625,0.03128621354699135,0.9211822748184204,0.6493055820465088,0.653555219364599,0.44999999999999996
0.89501953125,0.9625873565673828,0.4856855273246765,0.0213047806173563,0.9183040261268616,0.8671875,0.8576388955116272,0.9374759197235107,0.4646839499473572,0.027564935386180878,0.9120000004768372,0.7916666865348816,0.7455830388692579,0.5499999999999999
0.9013671875,0.9635448455810547,0.4869738817214966,0.020965872332453728,0.9228395223617554,0.8759765625,0.8211805820465088,0.9354444146156311,0.43418461084365845,0.031030476093292236,0.918552041053772,0.7048611044883728,0.6646795827123696,0.44999999999999996
0.9091796875,0.9670042991638184,0.4935706555843353,0.01994984969496727,0.9198396801948547,0.896484375,0.8524305820465088,0.939495325088501,0.4576270580291748,0.029351254925131798,0.9176954627037048,0.7743055820465088,0.6607407407407407,0.49999999999999994
0.91650390625,0.9695630073547363,0.49231526255607605,0.01941799744963646,0.9295065402984619,0.9013671875,0.796875,0.9346305727958679,0.4251496493816376,0.030699623748660088,0.9014084339141846,0.6666666865348816,0.6938202247191011,0.39999999999999997
0.91357421875,0.9727201461791992,0.49080052971839905,0.018692748621106148,0.9290780425071716,0.8955078125,0.8559027910232544,0.9340458512306213,0.4715595543384552,0.031128516420722008,0.8988326787948608,0.8020833134651184,0.6657060518731989,0.49999999999999994
0.9169921875,0.9678044319152832,0.4955664575099945,0.01993834227323532,0.9244532585144043,0.908203125,0.8489583134651184,0.9369152784347534,0.4576270580291748,0.02865574136376381,0.9135802388191223,0.7708333134651184,0.6820276497695853,0.49999999999999994
0.92041015625,0.9747128486633301,0.49029362201690674,0.017906738445162773,0.9370558261871338,0.9013671875,0.8385416865348816,0.9321771860122681,0.45557650923728943,0.03084896318614483,0.9045643210411072,0.7569444179534912,0.7120418848167539,0.5499999999999999
0.908203125,0.9698991775512695,0.49105361104011536,0.01925238035619259,0.9230769276618958,0.890625,0.8003472089767456,0.9384403228759766,0.42284566164016724,0.03331324830651283,0.9099525809288025,0.6666666865348816,0.6697674418604651,0.44999999999999996
0.9326171875,0.981410026550293,0.4945705235004425,0.016053741797804832,0.9421157836914062,0.921875,0.8333333134651184,0.9366379976272583,0.4374999403953552,0.03158250451087952,0.9285714030265808,0.7222222089767456,0.6842105263157895,0.49999999999999994
